base_model,horizon,reconciliation_method,nonnegative,mean_mae,std_mae,mean_rmse,mean_r2,mean_mase,mase_valid,coh_before_mean,coh_after_mean,coh_before_wsum,coh_after_wsum,rel_vs_ind,rel_vs_pers,macro_mae,core_w_mae,worst_mae,best_mae,improved,degraded,adj_mag,wall_train,pct_gt100_top,pct_neg_top
ridge,8,independent,True,1.1164613426258698,0.1831382029863085,2.7761715090686985,0.5469632221343651,0.9448907444245026,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.8934068346954138,0.8463608492876423,1.486871585625832,1.5597232177827045,3.346970644102974,0.06943976698338077,2.6666666666666665,0.0,0.09197473912057298,0.0605300419999063,0.0,0.0
ridge,8,mint,False,1.137111266381804,0.17476200788534757,2.789454947189249,0.5422141444623599,0.9626931939163,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9108079748488617,0.8628021553530801,1.5341781645597017,1.61036952801353,3.514022445995901,0.06965640433038146,1.0,6.0,0.15827119735308035,0.0605300419999063,0.0,0.10535082220152908
ridge,8,mint,True,1.1268171583410271,0.17443487251467957,2.7776873832857816,0.5461114744220429,0.9538370981694563,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9025071145757332,0.8549555920188032,1.5042787301225775,1.578443013275584,3.410792052710851,0.06965640433038146,2.3333333333333335,4.666666666666667,0.18221482100774136,0.0605300419999063,0.0,0.0
ridge,8,ols,False,1.2189345024158469,0.1726157441848303,2.8294692965953305,0.528371819111917,1.0327037290556653,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9773956313544084,0.9257876010969882,1.699202015230602,1.7517734813938446,3.5131895514629665,0.4341078042885726,0.0,7.0,0.4308609871344357,0.0605300419999063,0.0,0.07587605808004548
ridge,8,ols,True,1.2096472867724068,0.1709376834438214,2.817310149404646,0.5324821973644344,1.0248047539305711,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9699826239355515,0.9187693814505041,1.664331045685892,1.7151372662139621,3.4129169960309866,0.40888870375330844,1.3333333333333333,5.666666666666667,0.4526820824748407,0.0605300419999063,0.0,0.0
ridge,8,wls,False,1.145909875599818,0.17747005225951018,2.7912072802554984,0.5416396768072139,0.9703956678304858,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9176705581433251,0.869274628602867,1.5503845910994383,1.6277347875597419,3.6088533110688714,0.06949148519593161,0.3333333333333333,6.666666666666667,0.20164165484975502,0.0605300419999063,0.0,0.08982889748286395
ridge,8,wls,True,1.1365554807608134,0.1773138054204602,2.7806875471810955,0.5451541241820494,0.9623604489189487,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9101003024301167,0.8621173487958848,1.5200488665282428,1.5953424036955839,3.504789162482277,0.06949148519593161,1.6666666666666667,5.333333333333333,0.22440848724359244,0.0605300419999063,0.0,0.0
ridge,16,bottom_up,False,1.1407408068996978,0.19732729300533902,2.8216065033687143,0.5373733975622873,0.9660398668010161,True,0.51235646950554,0.0,120.91612680330745,0.0,0.9044115502940141,0.856688863291776,1.529599054820946,1.6055694893329937,3.5243552421162794,0.06927550224173486,0.0,0.0,0.06404455868819252,0.12062091666666667,0.0,0.11265330952435822
ridge,16,independent,False,1.2581797013849287,0.1855210347696805,2.878736167110325,0.5175802984307034,1.0668559069100905,True,0.51235646950554,0.51235646950554,120.91612680330745,120.91612680330745,1.0,0.9471207835528502,1.529599054820946,1.6055694893329937,3.5243552421162794,0.06927550224173486,0.0,0.0,0.0,0.12062091666666667,0.0,0.1120069653394032
ridge,16,mint,False,1.1475028875561262,0.1877035837043695,2.8189658537658406,0.5380067020150148,0.9720237933286651,True,0.51235646950554,0.0,120.91612680330745,0.0,0.9106428550854515,0.8625587164393208,1.5461361869361998,1.6233427456615004,3.5854795954229655,0.06947219097610123,1.0,6.0,0.15789924971450633,0.12062091666666667,0.0,0.11265330952435822
ridge,16,wls,False,1.1567901147181276,0.19051619690767005,2.8217838871040946,0.5371272534141837,0.9801960181104744,True,0.51235646950554,0.0,120.91612680330745,0.0,0.9177952819925602,0.8693301081796764,1.5629099466420053,1.641329601779468,3.6712931276485103,0.06930848848086989,0.6666666666666666,6.333333333333333,0.20095778481463433,0.12062091666666667,0.0,0.09466931527923637
