base_model,horizon,reconciliation_method,nonnegative,fold,mae_machine01_CU,mae_machine02_CU,mae_machine03_CU,mae_machine04_CU,mae_machine05_CU,mae_machine06_CU,mae_machine07_CU,macro_machine_mae,core_weighted_machine_mae,worst_machine_mae,best_machine_mae,machines_improved_vs_ind,machines_degraded_vs_ind,top_mae_weighted_mean
lightgbm,8,mint,True,1,1.877209420555029,1.1497816635312266,0.7623578685518343,2.2078239634096657,0.5720734842707428,0.143030788847175,0.8901873779904098,1.0860663667365833,1.134113051253292,2.2078239634096657,0.143030788847175,2,5,0.7914162462398947
lightgbm,8,ols,False,1,1.8610333102097307,1.2926101912614882,0.983922427653962,2.1379786176558886,1.1404252148217966,0.5362045393111561,1.2965137697672433,1.3212411529544663,1.3333013735818124,2.1379786176558886,0.5362045393111561,0,7,0.8367680251039422
lightgbm,8,ols,True,1,1.844322132333578,1.2862801196721887,0.952563191774039,2.117941141255587,1.0146649561829268,0.4038806763757126,1.235587316656183,1.2650342191786024,1.2845860066536992,2.117941141255587,0.4038806763757126,0,7,0.8327629548871281
persistence,8,independent,False,1,2.2998753917282144,1.9787953759546786,0.9915764957720468,2.1598817279859968,0.8856483934791858,0.07141969169833116,1.4739278830978342,1.4087321371023267,1.4698666702050913,2.2998753917282144,0.07141969169833116,0,0,1.1125931579402315
persistence,8,independent,True,1,2.2998753917282144,1.9787953759546786,0.9915764957720468,2.1598817279859968,0.8856483934791858,0.07141969169833116,1.4739278830978342,1.4087321371023267,1.4698666702050913,2.2998753917282144,0.07141969169833116,0,0,1.1125931579402315
persistence,8,bottom_up,False,1,2.2998753917282144,1.9787953759546786,0.9915764957720468,2.1598817279859968,0.8856483934791858,0.07141969169833116,1.4739278830978342,1.4087321371023267,1.4698666702050913,2.2998753917282144,0.07141969169833116,0,0,1.1125931579402315
persistence,8,bottom_up,True,1,2.2998753917282144,1.9787953759546786,0.9915764957720468,2.1598817279859968,0.8856483934791858,0.07141969169833116,1.4739278830978342,1.4087321371023267,1.4698666702050913,2.2998753917282144,0.07141969169833116,0,0,1.1125931579402315
persistence,8,wls,False,1,2.2998753917281953,1.9787953759546815,0.9915764957720471,2.159881727985997,0.8856483934791858,0.07141969169833115,1.4739278830978355,1.408732137102325,1.4698666702050893,2.2998753917281953,0.07141969169833115,0,0,1.1125931579402064
persistence,8,wls,True,1,2.2998753917281953,1.9787953759546815,0.9915764957720471,2.159881727985997,0.8856483934791858,0.07141969169833115,1.4739278830978355,1.408732137102325,1.4698666702050893,2.2998753917281953,0.07141969169833115,0,0,1.1125931579402064
persistence,8,mint,False,1,2.2998753917282087,1.9787953759546777,0.9915764957720471,2.159881727986012,0.8856483934791862,0.07141969169833115,1.4739278830978344,1.4087321371023283,1.4698666702050927,2.2998753917282087,0.07141969169833115,0,0,1.1125931579402206
persistence,8,mint,True,1,2.2998753917282087,1.9787953759546777,0.9915764957720471,2.159881727986012,0.8856483934791862,0.07141969169833115,1.4739278830978344,1.4087321371023283,1.4698666702050927,2.2998753917282087,0.07141969169833115,0,0,1.1125931579402206
persistence,8,ols,False,1,2.299875391728214,1.9787953759546788,0.9915764957720471,2.159881727985997,0.885648393479186,0.07141969169833123,1.473927883097835,1.408732137102327,1.4698666702050913,2.299875391728214,0.07141969169833123,0,0,1.1125931579402322
persistence,8,ols,True,1,2.299875391728214,1.9787953759546788,0.9915764957720471,2.159881727985997,0.885648393479186,0.07141969169833123,1.473927883097835,1.408732137102327,1.4698666702050913,2.299875391728214,0.07141969169833123,0,0,1.1125931579402322
ridge,8,independent,False,1,2.5197200917118736,1.2755438221262962,0.7759832764981115,2.5261578992573392,0.6034553851722351,0.08142847178013178,0.9800647241333541,1.2517648100970489,1.310742352362779,2.5261578992573392,0.08142847178013178,0,0,1.052109336067894
ridge,8,independent,True,1,2.4629182960285685,1.2755438221262962,0.7756651680401486,2.4270981778797918,0.6034553851722351,0.08142847178013178,0.9800647241333541,1.2294534350229325,1.2869183416904173,2.4629182960285685,0.08142847178013178,3,0,0.9176655036622209
ridge,8,bottom_up,False,1,2.5197200917118736,1.2755438221262962,0.7759832764981115,2.5261578992573392,0.6034553851722351,0.08142847178013178,0.9800647241333541,1.2517648100970489,1.310742352362779,2.5261578992573392,0.08142847178013178,0,0,0.9291797311932488
ridge,8,bottom_up,True,1,2.4629182960285685,1.2755438221262962,0.7756651680401486,2.4270981778797918,0.6034553851722351,0.08142847178013178,0.9800647241333541,1.2294534350229325,1.2869183416904173,2.4629182960285685,0.08142847178013178,3,0,0.9176655036622209
ridge,8,wls,False,1,2.662689081870514,1.2761828133687496,0.7790494599472468,2.617795236586929,0.603529922672452,0.08143196857773059,0.9803204241660537,1.2858569867413823,1.3471602990105993,2.662689081870514,0.08143196857773059,0,7,0.9489155753799935
ridge,8,wls,True,1,2.6015701123080355,1.2761828133687496,0.7787374007398339,2.531396781386158,0.603529922672452,0.08143196857773059,0.9803204241660537,1.2647384890312876,1.3246100387438884,2.6015701123080355,0.08143196857773059,0,7,0.9406374742786511
ridge,8,mint,False,1,2.6186320112389163,1.2759572819166047,0.7780493631002473,2.6261573320730105,0.603585074381675,0.08145743299126759,0.9801153690888401,1.280564837827223,1.341504580069011,2.6261573320730105,0.08145743299126759,0,7,0.9457262391252638
ridge,8,mint,True,1,2.559371830897193,1.2759572819166047,0.7777357584334265,2.5396749147121223,0.603585074381675,0.08145743299126759,0.9801153690888401,1.2596996660601611,1.3192248203855386,2.559371830897193,0.08145743299126759,0,7,0.937132064962612
ridge,8,ols,False,1,2.60724787265098,1.3220658243590038,0.9195957590644409,2.559841162592693,0.9343107001423253,0.4116139211297176,1.1761436238845078,1.4186884091176668,1.4589473487333424,2.60724787265098,0.4116139211297176,0,7,1.0251036065867023
ridge,8,ols,True,1,2.548332963085152,1.3220658243590038,0.918958279782555,2.4711448008193946,0.9301151947358521,0.3967602051302053,1.1752434274611774,1.3946600993390486,1.4336202147476296,2.548332963085152,0.3967602051302053,1,6,1.0179621359534095
lightgbm,16,independent,False,2,1.9630779301234695,1.1963677949165643,2.0947215098420457,2.9937164201649558,0.49341079408063504,0.0630202103009131,1.173109418111298,1.4253462967914117,1.4897109941008846,2.9937164201649558,0.0630202103009131,0,0,1.1549701444181844
lightgbm,16,bottom_up,False,2,1.9630779301234695,1.1963677949165643,2.0947215098420457,2.9937164201649558,0.49341079408063504,0.0630202103009131,1.173109418111298,1.4253462967914117,1.4897109941008846,2.9937164201649558,0.0630202103009131,0,0,1.0266075964353596
lightgbm,16,wls,False,2,2.0073934202509416,1.228174254319719,2.1027654854274647,3.0795750736452576,0.49278318503461965,0.07420118638394461,1.1754046070127333,1.4514710302963831,1.5191500188212645,3.0795750736452576,0.07420118638394461,1,6,1.020968838113624
lightgbm,16,mint,False,2,1.961867581341533,1.1986607268528535,2.098905576079403,3.0624579100806506,0.49338787878671264,0.10024654712260708,1.1722224239866,1.441106949178623,1.5067034100289012,3.0624579100806506,0.10024654712260708,3,4,1.0172490640950174
persistence,16,independent,False,2,2.539514158969764,1.8082128975555969,2.3479559855623444,3.805440841268907,0.6741842129379406,0.08139511100350934,1.8133866929233267,1.8671557000316272,1.9477720485447043,3.805440841268907,0.08139511100350934,0,0,1.465749503775071
persistence,16,bottom_up,False,2,2.539514158969764,1.8082128975555969,2.3479559855623444,3.805440841268907,0.6741842129379406,0.08139511100350934,1.8133866929233267,1.8671557000316272,1.9477720485447043,3.805440841268907,0.08139511100350934,0,0,1.465749503775071
persistence,16,wls,False,2,2.5395141589697605,1.8082128975556004,2.3479559855623444,3.8054408412689105,0.6741842129379406,0.08139511100350934,1.8133866929233267,1.8671557000316277,1.947772048544705,3.8054408412689105,0.08139511100350934,0,0,1.4657495037750714
persistence,16,mint,False,2,2.5395141589697636,1.808212897555597,2.3479559855623444,3.8054408412689043,0.6741842129379403,0.08139511100350934,1.8133866929233262,1.8671557000316261,1.9477720485447039,3.8054408412689043,0.08139511100350934,0,0,1.46574950377507
ridge,16,independent,False,2,2.985536380756002,1.2866778204082912,2.264979154234519,4.183032536398787,0.5002155464111738,0.06917676215206084,1.229097825725948,1.7883880037266828,1.8786495259861589,4.183032536398787,0.06917676215206084,0,0,1.3964343073665617
ridge,16,bottom_up,False,2,2.985536380756002,1.2866778204082912,2.264979154234519,4.183032536398787,0.5002155464111738,0.06917676215206084,1.229097825725948,1.7883880037266828,1.8786495259861589,4.183032536398787,0.06917676215206084,0,0,1.310134542415232
ridge,16,wls,False,2,3.0349722120649774,1.2949272583661755,2.2647419986552966,4.293287329523202,0.5003327423163659,0.06927393208595152,1.229668752311106,1.8124577464747251,1.9047336029967359,4.293287329523202,0.06927393208595152,1,6,1.3106044369733223
ridge,16,mint,False,2,3.004935946333911,1.289772562389395,2.263041791260999,4.251124453235393,0.500233292700641,0.06974335617398233,1.2290701870646985,1.8011316555941455,1.8924147162305545,4.251124453235393,0.06974335617398233,2,5,1.3063542069444616
lightgbm,1,independent,False,2,1.833868696078876,1.1737390058778612,2.0755253173807002,2.9401254134753323,0.48995447808428894,0.06268701901510373,1.171640099477029,1.3925057184841705,1.4538023571418315,2.9401254134753323,0.06268701901510373,0,0,1.1492168649705437
lightgbm,1,bottom_up,False,2,1.833868696078876,1.1737390058778612,2.0755253173807002,2.9401254134753323,0.48995447808428894,0.06268701901510373,1.171640099477029,1.3925057184841705,1.4538023571418315,2.9401254134753323,0.06268701901510373,0,0,1.0205550544242874
lightgbm,1,wls,False,2,1.9341870633574159,1.2092291091528962,2.0972377070549717,3.012782434916393,0.4892142849914196,0.07317642516440351,1.1727296538999048,1.4269366683624864,1.4923669717394907,3.012782434916393,0.07317642516440351,1,6,1.0165011232696677
lightgbm,1,mint,False,2,1.844065600238545,1.1811310751402124,2.0693718198497715,2.982489665576702,0.4899191926122456,0.09844099981639874,1.170174606491152,1.4050847085321467,1.4676869368309058,2.982489665576702,0.09844099981639874,3,4,1.0112159355198145
persistence,1,independent,False,2,2.39796181735675,1.7931436346312257,2.314648398044205,3.803415013400604,0.6684123069497964,0.08179298419938123,1.830324544421092,1.841385528429008,1.9190185819298087,3.803415013400604,0.08179298419938123,0,0,1.4448569341568862
persistence,1,bottom_up,False,2,2.39796181735675,1.7931436346312257,2.314648398044205,3.803415013400604,0.6684123069497964,0.08179298419938123,1.830324544421092,1.841385528429008,1.9190185819298087,3.803415013400604,0.08179298419938123,0,0,1.4448569341568862
persistence,1,wls,False,2,2.397961817356747,1.7931436346312284,2.3146483980442056,3.803415013400605,0.6684123069497964,0.08179298419938122,1.8303245444210912,1.841385528429008,1.9190185819298091,3.803415013400605,0.08179298419938122,0,0,1.4448569341568858
persistence,1,mint,False,2,2.3979618173567503,1.793143634631226,2.314648398044206,3.803415013400605,0.6684123069497943,0.08179298419938122,1.8303245444210925,1.8413855284290077,1.9190185819298091,3.803415013400605,0.08179298419938122,0,0,1.4448569341568858
ridge,1,independent,False,2,2.878752481524587,1.2715004045303329,2.242903934504469,4.213620774389836,0.4994894577696602,0.06893804061880571,1.2356939703520675,1.7729855805271082,1.8611449668587117,4.213620774389836,0.06893804061880571,0,0,1.3847823097729834
ridge,1,bottom_up,False,2,2.878752481524587,1.2715004045303329,2.242903934504469,4.213620774389836,0.4994894577696602,0.06893804061880571,1.2356939703520675,1.7729855805271082,1.8611449668587117,4.213620774389836,0.06893804061880571,0,0,1.3059677841599553
ridge,1,wls,False,2,2.9425121749267134,1.2802387631262213,2.2476380040866317,4.287017897007204,0.49970368142722776,0.06911043229342001,1.2365132981816023,1.7946763215784318,1.8846944055689177,4.287017897007204,0.06911043229342001,0,7,1.3028538568295722
ridge,1,mint,False,2,2.902302540031729,1.2747253765781523,2.240690939800062,4.254968454230816,0.4994219909908056,0.06954630350840427,1.2357385151348714,1.7824848743249773,1.8714545712345796,4.254968454230816,0.06954630350840427,2,5,1.2992969707554234
lightgbm,8,independent,False,2,1.9140568868995123,1.1792702753625186,2.0697316228126135,2.9643739478587205,0.4857546171270291,0.06253753585506916,1.1704984278155572,1.4066033305330028,1.4694797779273212,2.9643739478587205,0.06253753585506916,0,0,1.132114434314775
