hierarchy,seed,fold,horizon,method,threshold_name,threshold_value,n_peak,peak_mae,signed_bias,max_underpred,pred_to_target_range_ratio
memory_um,2,2,1,mint,q90,122230747955.2,688,6076027481.260952,-4996164986.860494,-59066880218.429504,0.512532259545498
memory_um,2,2,1,mint,q95,129465074073.59999,345,9707144926.22924,-9194977881.029226,-59066880218.429504,0.512532259545498
memory_um,2,2,8,independent,q90,122231190323.2,688,6054959410.165386,-4834216980.76861,-58911402905.937195,0.46785255166200873
memory_um,2,2,8,independent,q95,129465541427.2,345,9549567662.6952,-9053572076.637236,-58911402905.937195,0.46785255166200873
memory_um,2,2,8,bottom_up,q90,122231190323.2,688,6175456280.422329,-5178334656.126968,-59005139886.46188,0.5233790727149833
memory_um,2,2,8,bottom_up,q95,129465541427.2,345,9877219504.955126,-9401913993.649532,-59005139886.46188,0.5233790727149833
memory_um,2,2,8,wls,q90,122231190323.2,688,6085293507.206919,-5062472581.146585,-58973579284.20102,0.5038939073931641
memory_um,2,2,8,wls,q95,129465541427.2,345,9727217586.868782,-9284629645.307434,-58973579284.20102,0.5038939073931641
memory_um,2,2,8,mint,q90,122231190323.2,688,6081860519.225231,-5056154781.002194,-58971858327.83948,0.5028314080302068
memory_um,2,2,8,mint,q95,129465541427.2,345,9720090484.241907,-9278234290.545675,-58971858327.83948,0.5028314080302068
memory_um,2,2,16,independent,q90,122228433715.2,688,6030817553.484101,-4549160727.976249,-58906916994.41147,0.5191957121668386
memory_um,2,2,16,independent,q95,129466101350.4,345,9429268050.96493,-8639271738.254753,-58906916994.41147,0.5191957121668386
memory_um,2,2,16,bottom_up,q90,122228433715.2,688,6156726287.946612,-5175799818.467977,-59032406813.05827,0.505764702113722
memory_um,2,2,16,bottom_up,q95,129466101350.4,345,9869451585.540201,-9474836876.11246,-59032406813.05827,0.505764702113722
memory_um,2,2,16,wls,q90,122228433715.2,688,6057396759.684093,-4964354673.846767,-58990063120.64572,0.508674436645079
memory_um,2,2,16,wls,q95,129466101350.4,345,9671959278.337078,-9192894376.713482,-58990063120.64572,0.508674436645079
memory_um,2,2,16,mint,q90,122228433715.2,688,6054357501.975417,-4953548179.550899,-58987899028.11218,0.5088231467508028
memory_um,2,2,16,mint,q95,129466101350.4,345,9663551153.889872,-9178484918.308388,-58987899028.11218,0.5088231467508028
