hierarchy,fold,horizon,method,ewma_alpha,ewma_top_mae,comparator,comparator_top_mae,rel_mae_vs_comparator,pct_change_vs_comparator
disk_ud,1,1,independent,0.9,1146341583.7071595,persistence,1145989203.1474142,1.0003074902963984,0.030749029639842718
disk_ud,1,1,independent,0.9,1146341583.7071595,ridge,1279428400.7528424,0.8959794725774636,-10.402052742253643
disk_ud,1,1,bottom_up,0.9,1146341583.707158,persistence,1145989203.1474142,1.0003074902963973,0.030749029639731695
disk_ud,1,1,bottom_up,0.9,1146341583.707158,ridge,1656815160.189047,0.6918946731368377,-30.81053268631623
disk_ud,1,1,top_down,0.9,1146341583.7071595,persistence,1145989203.1474142,1.0003074902963984,0.030749029639842718
disk_ud,1,1,top_down,0.9,1146341583.7071595,ridge,1279428400.7528424,0.8959794725774636,-10.402052742253643
disk_ud,1,1,wls,0.9,1146341583.707011,persistence,1145989203.095229,1.0003074903418203,0.030749034182031565
disk_ud,1,1,wls,0.9,1146341583.707011,ridge,1397710404.0770743,0.820156722281791,-17.984327771820897
disk_ud,1,1,mint,0.9,1146341583.549135,persistence,1145989203.3319764,1.000307489997405,0.030748999740493055
disk_ud,1,1,mint,0.9,1146341583.549135,ridge,1338232393.5124042,0.8566087542839841,-14.339124571601591
disk_ud,1,8,independent,0.9,1147289013.041582,persistence,1146936385.5092514,1.000307451691991,0.030745169199097866
disk_ud,1,8,independent,0.9,1147289013.041582,ridge,1279285563.5138888,0.8968201047233394,-10.317989527666061
disk_ud,1,8,bottom_up,0.9,1147289013.04158,persistence,1146936385.5092514,1.000307451691989,0.030745169198898026
disk_ud,1,8,bottom_up,0.9,1147289013.04158,ridge,1566434317.7987075,0.7324207596867849,-26.75792403132151
disk_ud,1,8,top_down,0.9,1147289013.041582,persistence,1146936385.5092514,1.000307451691991,0.030745169199097866
disk_ud,1,8,top_down,0.9,1147289013.041582,ridge,1279285563.5138888,0.8968201047233394,-10.317989527666061
disk_ud,1,8,wls,0.9,1147289012.9808462,persistence,1146936385.5070114,1.0003074516409896,0.030745164098955335
disk_ud,1,8,wls,0.9,1147289012.9808462,ridge,1355230405.93415,0.8465638078641163,-15.343619213588367
disk_ud,1,8,mint,0.9,1147289012.8890808,persistence,1146936385.6429186,1.0003074514424481,0.03074514424481478
disk_ud,1,8,mint,0.9,1147289012.8890808,ridge,1312941060.8049736,0.8738313143970603,-12.61686856029397
disk_ud,2,1,independent,0.9,1655185953.2532463,persistence,1654563840.6184323,1.0003759979636575,0.03759979636575039
disk_ud,2,1,independent,0.9,1655185953.2532463,ridge,1786927458.8985488,0.9262748440126902,-7.372515598730978
disk_ud,2,1,bottom_up,0.9,1655185953.2532458,persistence,1654563840.6184323,1.0003759979636573,0.03759979636572819
disk_ud,2,1,bottom_up,0.9,1655185953.2532458,ridge,1813130401.741398,0.9128885333694385,-8.711146663056146
disk_ud,2,1,top_down,0.9,1655185953.2532463,persistence,1654563840.6184323,1.0003759979636575,0.03759979636575039
disk_ud,2,1,top_down,0.9,1655185953.2532463,ridge,1786927458.8985488,0.9262748440126902,-7.372515598730978
disk_ud,2,1,wls,0.9,1655185953.2646391,persistence,1654563840.667544,1.0003759979408495,0.03759979408495262
disk_ud,2,1,wls,0.9,1655185953.2646391,ridge,1754040503.167309,0.9436418088840217,-5.6358191115978284
disk_ud,2,1,mint,0.9,1655185953.2582996,persistence,1654563840.6796536,1.0003759979296962,0.03759979296962257
disk_ud,2,1,mint,0.9,1655185953.2582996,ridge,1755402601.0994751,0.9429095936291731,-5.709040637082685
disk_ud,2,8,independent,0.9,1656530293.7577431,persistence,1655905782.5918765,1.0003771417265594,0.0377141726559449
disk_ud,2,8,independent,0.9,1656530293.7577431,ridge,1788411406.9318063,0.9262579557125963,-7.374204428740372
disk_ud,2,8,bottom_up,0.9,1656530293.7577424,persistence,1655905782.5918765,1.000377141726559,0.03771417265590049
disk_ud,2,8,bottom_up,0.9,1656530293.7577424,ridge,1814899348.1047175,0.912739483590449,-8.726051640955102
disk_ud,2,8,top_down,0.9,1656530293.7577431,persistence,1655905782.5918765,1.0003771417265594,0.0377141726559449
disk_ud,2,8,top_down,0.9,1656530293.7577431,ridge,1788411406.9318063,0.9262579557125963,-7.374204428740372
disk_ud,2,8,wls,0.9,1656530293.7829485,persistence,1655905782.5929816,1.0003771417411134,0.03771417411133626
disk_ud,2,8,wls,0.9,1656530293.7829485,ridge,1755673173.309065,0.9435299912117164,-5.647000878828356
disk_ud,2,8,mint,0.9,1656530293.6965742,persistence,1655905782.5491028,1.0003771417154603,0.03771417154603274
disk_ud,2,8,mint,0.9,1656530293.6965742,ridge,1756980501.263976,0.9428279326406083,-5.717206735939174
