run_id,fold,horizon,base_model,reconciliation_method,nonnegative,top_mae_weighted_mean,top_rmse_weighted_mean,top_r2,top_mase,mase_valid,coherence_before_wsum,coherence_after_wsum,coherence_before_mean,coherence_after_mean,is_coherent_after,macro_machine_mae,core_weighted_machine_mae,worst_machine_mae,best_machine_mae,machines_improved_vs_ind,machines_degraded_vs_ind,adj_magnitude_mean_units,ind_top_mae,wall_train_sec_sum,pct_pred_gt100_top,pct_pred_neg_top,pct_pred_gt100_machines,pct_pred_neg_machines,mae_machine01_CU,mae_machine02_CU,mae_machine03_CU,mae_machine04_CU,mae_machine05_CU,mae_machine06_CU,mae_machine07_CU,pers_ind_mae,same_ind_mae,rel_vs_ind,rel_vs_pers
base__cpu_core_weighted__f0__h8__lightgbm__s0__ols__nn0,0,8,lightgbm,ols,False,1.0527499700835994,2.628809681544817,0.656269968278179,0.9509035701499234,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.6668034362300834,1.6821335977049432,3.0878844813174355,0.6057788250675107,0,7,0.6103661156736072,1.08977444725631,52.36379783400207,0.0,0.0,0.026609013803425913,3.798436720439049,3.0878844813174355,1.2878408220813715,1.2419710101891521,2.6893783022742572,1.3619448461051626,0.6057788250675107,1.392825766575696,1.3906675083299915,1.08977444725631,0.9660255594486309,0.7570105462144675
base__cpu_core_weighted__f0__h8__lightgbm__s0__ols__nn1,0,8,lightgbm,ols,True,1.048516577804906,2.5505835739315703,0.6764225084280965,0.947079729783217,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.6002118654862674,1.6228381434933403,3.0748422523918695,0.44280244446013234,0,7,0.5641646103509759,1.08977444725631,52.36379783400207,0.0,0.0,0.026609013803425913,0.0,3.0748422523918695,1.2814196332446437,1.2066970312927803,2.6345340159294866,1.2265929160068338,0.44280244446013234,1.334594765078126,1.3906675083299915,1.08977444725631,0.9621409094741782,0.7539664021229893
base__cpu_core_weighted__f0__h8__persistence__s0__independent__nn0,0,8,persistence,independent,False,1.3906675083299915,3.491679685437045,0.3935877309443411,1.2561298847222724,True,0.0,0.0,0.0,0.0,True,1.7116951307898558,1.797999805982319,3.44850171742069,0.07086785327480401,0,0,0.0,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.44850171742069,2.078659636105084,1.0930192689671894,2.919947523239372,0.8781738455538148,0.07086785327480401,1.4926960709680368,1.3906675083299915,1.3906675083299915,1.0,1.0
base__cpu_core_weighted__f0__h8__persistence__s0__independent__nn1,0,8,persistence,independent,True,1.3906675083299915,3.491679685437045,0.3935877309443411,1.2561298847222724,True,0.0,0.0,0.0,0.0,True,1.7116951307898558,1.797999805982319,3.44850171742069,0.07086785327480401,0,0,0.0,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.44850171742069,2.078659636105084,1.0930192689671894,2.919947523239372,0.8781738455538148,0.07086785327480401,1.4926960709680368,1.3906675083299915,1.3906675083299915,1.0,1.0
base__cpu_core_weighted__f0__h8__persistence__s0__bottom_up__nn0,0,8,persistence,bottom_up,False,1.3906675083299915,3.491679685437045,0.3935877309443411,1.2561298847222724,True,0.0,0.0,0.0,0.0,True,1.7116951307898558,1.797999805982319,3.44850171742069,0.07086785327480401,0,0,0.0,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.44850171742069,2.078659636105084,1.0930192689671894,2.919947523239372,0.8781738455538148,0.07086785327480401,1.4926960709680368,1.3906675083299915,1.3906675083299915,1.0,1.0
base__cpu_core_weighted__f0__h8__persistence__s0__bottom_up__nn1,0,8,persistence,bottom_up,True,1.3906675083299915,3.491679685437045,0.3935877309443411,1.2561298847222724,True,0.0,0.0,0.0,0.0,True,1.7116951307898558,1.797999805982319,3.44850171742069,0.07086785327480401,0,0,0.0,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.44850171742069,2.078659636105084,1.0930192689671894,2.919947523239372,0.8781738455538148,0.07086785327480401,1.4926960709680368,1.3906675083299915,1.3906675083299915,1.0,1.0
base__cpu_core_weighted__f0__h8__persistence__s0__wls__nn0,0,8,persistence,wls,False,1.390667508330114,3.4916796854370813,0.39358773094432853,1.2561298847223832,True,0.0,0.0,0.0,0.0,True,1.711695130789867,1.797999805982331,3.4485017174207897,0.07086785327480402,0,0,5.544936680295349e-13,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.4485017174207897,2.0786596361050806,1.0930192689671887,2.9199475232393564,0.8781738455538145,0.07086785327480402,1.4926960709680361,1.3906675083299915,1.3906675083299915,1.0000000000000882,1.0000000000000882
base__cpu_core_weighted__f0__h8__persistence__s0__wls__nn1,0,8,persistence,wls,True,1.390667508330114,3.4916796854370813,0.39358773094432853,1.2561298847223832,True,0.0,0.0,0.0,0.0,True,1.711695130789867,1.797999805982331,3.4485017174207897,0.07086785327480402,0,0,5.544936680295349e-13,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.4485017174207897,2.0786596361050806,1.0930192689671887,2.9199475232393564,0.8781738455538145,0.07086785327480402,1.4926960709680361,1.3906675083299915,1.3906675083299915,1.0000000000000882,1.0000000000000882
base__cpu_core_weighted__f0__h8__persistence__s0__mint__nn0,0,8,persistence,mint,False,1.390667508330034,3.4916796854370595,0.39358773094433597,1.2561298847223108,True,0.0,0.0,0.0,0.0,True,1.711695130789858,1.797999805982321,3.4485017174207155,0.07086785327480398,0,0,1.449596376837085e-13,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.4485017174207155,2.0786596361050833,1.0930192689671887,2.919947523239365,0.8781738455538151,0.07086785327480398,1.4926960709680364,1.3906675083299915,1.3906675083299915,1.0000000000000304,1.0000000000000304
base__cpu_core_weighted__f0__h8__persistence__s0__mint__nn1,0,8,persistence,mint,True,1.390667508330034,3.4916796854370595,0.39358773094433597,1.2561298847223108,True,0.0,0.0,0.0,0.0,True,1.711695130789858,1.797999805982321,3.4485017174207155,0.07086785327480398,0,0,1.449596376837085e-13,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.4485017174207155,2.0786596361050833,1.0930192689671887,2.919947523239365,0.8781738455538151,0.07086785327480398,1.4926960709680364,1.3906675083299915,1.3906675083299915,1.0000000000000304,1.0000000000000304
base__cpu_core_weighted__f0__h8__persistence__s0__ols__nn0,0,8,persistence,ols,False,1.3906675083299922,3.491679685437046,0.39358773094434063,1.256129884722273,True,0.0,0.0,0.0,0.0,True,1.711695130789856,1.7979998059823192,3.4485017174206885,0.07086785327480402,0,0,4.061358027791966e-15,1.3906675083299915,0.0002356250006414,0.0,0.0,0.0,0.0,3.4485017174206885,2.078659636105085,1.09301926896719,2.9199475232393732,0.8781738455538151,0.07086785327480402,1.4926960709680377,1.3906675083299915,1.3906675083299915,1.0000000000000004,1.0000000000000004
