experiment_stage,eligible_for_final_claims,family,method,base_model,horizon,outer_fold,machine,mae,mase,mase_valid,nmae_train_range,n_parameters,train_seconds,infer_seconds,n_test
development,False,UM,global_pooled,ridge,1,outer_0,machine03,996208924.1812761,3.661415875264645,True,0.03172007068497079,33,0.08637404200271703,0.076111000002129,8276
development,False,UM,global_pooled,ridge,1,outer_0,machine04,594429659.4443969,2.340714959162496,True,0.03713688012520832,33,0.08637404200271703,0.076111000002129,8276
development,False,UM,global_pooled,ridge,1,outer_0,machine05,308156219.5648914,5.114804734179109,True,0.12668976835883372,33,0.08637404200271703,0.076111000002129,8276
development,False,UM,global_pooled,ridge,1,outer_0,machine06,42519600.34106844,8.070544672725138,True,0.14202517138934564,33,0.08637404200271703,0.076111000002129,8276
development,False,UM,global_pooled,ridge,1,outer_0,machine07,1260545765.2360733,14.607241240799386,True,0.5054568419557961,33,0.08637404200271703,0.076111000002129,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine01,470240276.85566014,1.6038054306059204,True,0.015566638805848788,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine02,787371178.3116429,5.145951154633279,True,0.18684516140883398,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine03,617154270.8704433,2.268257581319596,True,0.019650674291670844,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine04,447465752.6897677,1.7620079422228396,True,0.0279553379508487,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine05,245961292.2280731,4.082487719018896,True,0.10112007209074735,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine06,42722466.07623999,8.109050137619779,True,0.14270278925441612,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_onehot,ridge,1,outer_0,machine07,1112826476.3559043,12.895465795512116,True,0.4462239863844295,40,0.09465274999820394,0.07581449999997858,8276
development,False,UM,global_residual,ridge,1,outer_0,machine01,431364487.1115287,1.4712153361809166,True,0.014279710809621935,271,0.11100274999989779,1.8851365840018843,8276
development,False,UM,global_residual,ridge,1,outer_0,machine02,230515824.3988756,1.5065615879796999,True,0.05470198504021296,271,0.11100274999989779,1.8851365840018843,8276
development,False,UM,global_residual,ridge,1,outer_0,machine03,559235518.752991,2.0553859302724615,True,0.017806495960643782,271,0.11100274999989779,1.8851365840018843,8276
development,False,UM,global_residual,ridge,1,outer_0,machine04,438174764.5770304,1.7254223605390249,True,0.027374885232338723,271,0.11100274999989779,1.8851365840018843,8276
