hierarchy,model,horizon,fold,method,mean_mae,std_mae,cv,min_mae,max_mae,best_seed,worst_seed,identical_hashes,max_pred_abs_diff,stability_class,seed0_mae,seed1_mae,seed2_mae,prediction_hash_relation,direction_agreement
cpu_core_weighted,dlinear,16,2,mint,1.3258500898898555,0.0053158624633363,0.0040093993309439,1.318452391754572,1.3307078769705418,0,1,False,406.29629677986213,practically_seed_stable,1.318452391754572,1.3307078769705418,1.328390000944453,distinct,all_agree
memory_um,lightgbm,1,0,independent,1848635679.4026904,0.0,0.0,1848635679.4026904,1848635679.4026904,0,0,True,0.0,seed_invariant,1848635679.4026904,1848635679.4026904,1848635679.4026904,identical,all_agree
memory_um,lightgbm,1,0,bottom_up,2075080793.3826785,2.384185791015625e-07,1.148960463909967e-16,2075080793.3826785,2075080793.3826785,0,0,True,0.0,seed_invariant,2075080793.3826785,2075080793.3826785,2075080793.3826785,identical,all_agree
memory_um,lightgbm,1,0,wls,1868845404.0685005,0.0,0.0,1868845404.0685005,1868845404.0685005,0,0,True,0.0,seed_invariant,1868845404.0685005,1868845404.0685005,1868845404.0685005,identical,all_agree
memory_um,lightgbm,1,0,mint,1832887965.928543,0.0,0.0,1832887965.928543,1832887965.928543,0,0,True,0.0,seed_invariant,1832887965.928543,1832887965.928543,1832887965.928543,identical,all_agree
memory_um,lightgbm,1,1,independent,1352577183.857901,0.0,0.0,1352577183.857901,1352577183.857901,0,0,True,0.0,seed_invariant,1352577183.857901,1352577183.857901,1352577183.857901,identical,all_agree
memory_um,lightgbm,1,1,bottom_up,1196299637.4371316,0.0,0.0,1196299637.4371316,1196299637.4371316,0,0,True,0.0,seed_invariant,1196299637.4371316,1196299637.4371316,1196299637.4371316,identical,all_agree
memory_um,lightgbm,1,1,wls,1221869948.131101,0.0,0.0,1221869948.131101,1221869948.131101,0,0,True,0.0,seed_invariant,1221869948.131101,1221869948.131101,1221869948.131101,identical,all_agree
memory_um,lightgbm,1,1,mint,1220404550.4824648,0.0,0.0,1220404550.4824648,1220404550.4824648,0,0,True,0.0,seed_invariant,1220404550.4824648,1220404550.4824648,1220404550.4824648,identical,all_agree
memory_um,lightgbm,1,2,independent,1263368437.7287288,0.0,0.0,1263368437.7287288,1263368437.7287288,0,0,True,0.0,seed_invariant,1263368437.7287288,1263368437.7287288,1263368437.7287288,identical,all_agree
memory_um,lightgbm,1,2,bottom_up,1173657905.0886176,0.0,0.0,1173657905.0886176,1173657905.0886176,0,0,True,0.0,seed_invariant,1173657905.0886176,1173657905.0886176,1173657905.0886176,identical,all_agree
memory_um,lightgbm,1,2,wls,1167809504.6159296,0.0,0.0,1167809504.6159296,1167809504.6159296,0,0,True,0.0,seed_invariant,1167809504.6159296,1167809504.6159296,1167809504.6159296,identical,all_agree
memory_um,lightgbm,1,2,mint,1166472261.9314036,0.0,0.0,1166472261.9314036,1166472261.9314036,0,0,True,0.0,seed_invariant,1166472261.9314036,1166472261.9314036,1166472261.9314036,identical,all_agree
memory_um,lightgbm,8,0,independent,1526324191.3500135,0.0,0.0,1526324191.3500135,1526324191.3500135,0,0,True,0.0,seed_invariant,1526324191.3500135,1526324191.3500135,1526324191.3500135,identical,all_agree
memory_um,lightgbm,8,0,bottom_up,2008866215.1720128,0.0,0.0,2008866215.1720128,2008866215.1720128,0,0,True,0.0,seed_invariant,2008866215.1720128,2008866215.1720128,2008866215.1720128,identical,all_agree
memory_um,lightgbm,8,0,wls,1616183556.033786,2.384185791015625e-07,1.4751949319831986e-16,1616183556.0337863,1616183556.0337863,0,0,True,0.0,seed_invariant,1616183556.0337863,1616183556.0337863,1616183556.0337863,identical,all_agree
memory_um,lightgbm,8,0,mint,1758572960.4194782,2.384185791015625e-07,1.3557502842798842e-16,1758572960.419478,1758572960.419478,0,0,True,0.0,seed_invariant,1758572960.419478,1758572960.419478,1758572960.419478,identical,all_agree
memory_um,lightgbm,8,1,independent,1349230704.7903304,0.0,0.0,1349230704.7903304,1349230704.7903304,0,0,True,0.0,seed_invariant,1349230704.7903304,1349230704.7903304,1349230704.7903304,identical,all_agree
memory_um,lightgbm,8,1,bottom_up,1340514100.6138046,0.0,0.0,1340514100.6138046,1340514100.6138046,0,0,True,0.0,seed_invariant,1340514100.6138046,1340514100.6138046,1340514100.6138046,identical,all_agree
memory_um,lightgbm,8,1,wls,1316136713.382926,0.0,0.0,1316136713.382926,1316136713.382926,0,0,True,0.0,seed_invariant,1316136713.382926,1316136713.382926,1316136713.382926,identical,all_agree
memory_um,lightgbm,8,1,mint,1316686002.217671,0.0,0.0,1316686002.217671,1316686002.217671,0,0,True,0.0,seed_invariant,1316686002.217671,1316686002.217671,1316686002.217671,identical,all_agree
memory_um,lightgbm,8,2,independent,1262294522.4928114,0.0,0.0,1262294522.4928114,1262294522.4928114,0,0,True,0.0,seed_invariant,1262294522.4928114,1262294522.4928114,1262294522.4928114,identical,all_agree
memory_um,lightgbm,8,2,bottom_up,1167561614.072031,0.0,0.0,1167561614.072031,1167561614.072031,0,0,True,0.0,seed_invariant,1167561614.072031,1167561614.072031,1167561614.072031,identical,all_agree
memory_um,lightgbm,8,2,wls,1162557010.7609544,0.0,0.0,1162557010.7609544,1162557010.7609544,0,0,True,0.0,seed_invariant,1162557010.7609544,1162557010.7609544,1162557010.7609544,identical,all_agree
memory_um,lightgbm,8,2,mint,1160263172.3851843,0.0,0.0,1160263172.3851843,1160263172.3851843,0,0,True,0.0,seed_invariant,1160263172.3851843,1160263172.3851843,1160263172.3851843,identical,all_agree
memory_um,lightgbm,16,0,independent,1735274052.5911322,0.0,0.0,1735274052.5911322,1735274052.5911322,0,0,True,0.0,seed_invariant,1735274052.5911322,1735274052.5911322,1735274052.5911322,identical,all_agree
memory_um,lightgbm,16,0,bottom_up,2111881147.9847877,0.0,0.0,2111881147.9847877,2111881147.9847877,0,0,True,0.0,seed_invariant,2111881147.9847877,2111881147.9847877,2111881147.9847877,identical,all_agree
memory_um,lightgbm,16,0,wls,1841620625.639331,2.384185791015625e-07,1.2946128848811835e-16,1841620625.639331,1841620625.639331,0,0,True,0.0,seed_invariant,1841620625.639331,1841620625.639331,1841620625.639331,identical,all_agree
memory_um,lightgbm,16,0,mint,1896120912.491208,0.0,0.0,1896120912.491208,1896120912.491208,0,0,True,0.0,seed_invariant,1896120912.491208,1896120912.491208,1896120912.491208,identical,all_agree
memory_um,lightgbm,16,1,independent,1348125215.317614,0.0,0.0,1348125215.317614,1348125215.317614,0,0,True,0.0,seed_invariant,1348125215.317614,1348125215.317614,1348125215.317614,identical,all_agree
memory_um,lightgbm,16,1,bottom_up,1398288473.5837512,0.0,0.0,1398288473.5837512,1398288473.5837512,0,0,True,0.0,seed_invariant,1398288473.5837512,1398288473.5837512,1398288473.5837512,identical,all_agree
memory_um,lightgbm,16,1,wls,1354999717.5109816,0.0,0.0,1354999717.5109816,1354999717.5109816,0,0,True,0.0,seed_invariant,1354999717.5109816,1354999717.5109816,1354999717.5109816,identical,all_agree
memory_um,lightgbm,16,1,mint,1355061135.6553676,0.0,0.0,1355061135.6553676,1355061135.6553676,0,0,True,0.0,seed_invariant,1355061135.6553676,1355061135.6553676,1355061135.6553676,identical,all_agree
memory_um,lightgbm,16,2,independent,1266339742.2184117,0.0,0.0,1266339742.2184117,1266339742.2184117,0,0,True,0.0,seed_invariant,1266339742.2184117,1266339742.2184117,1266339742.2184117,identical,all_agree
memory_um,lightgbm,16,2,bottom_up,1130609376.3134103,0.0,0.0,1130609376.3134103,1130609376.3134103,0,0,True,0.0,seed_invariant,1130609376.3134103,1130609376.3134103,1130609376.3134103,identical,all_agree
