target,horizon,method,mae_mean,mae_std,beat_rate,peak_recall_mean
cluster_mean_CU,16,ridge,1.1864999556572666,0.15981281337336908,0.0,0.5809321438485239
cluster_mean_CU,16,static_router,0.9844251819655909,0.1456038232444724,0.0,0.6648731290916019
jitterWithGoogleDns,1,constrained_mixture,0.27198346644126037,0.06279333502441704,0.3333333333333333,0.1559256139919879
jitterWithGoogleDns,1,ens_inverse_mae,0.2655225097822454,0.06797409778044756,0.0,0.21633425006112358
jitterWithGoogleDns,1,ens_mean,0.26617667241825776,0.068045124514754,0.0,0.2135886813735781
jitterWithGoogleDns,1,ens_stacking,0.2809232174788111,0.06709080309827728,0.3333333333333333,0.18395486403549177
jitterWithGoogleDns,1,ewma,0.26709812085322043,0.07448463380941085,0.0,0.2421124576476963
jitterWithGoogleDns,1,lightgbm,0.2917974968625081,0.06720734195398802,0.0,0.22759785267884036
jitterWithGoogleDns,1,persistence,0.29006655071425685,0.08125570782183113,0.0,0.1890987255251887
jitterWithGoogleDns,1,regime_router,0.2811325975431391,0.0702084983059334,0.0,0.1946658793178122
jitterWithGoogleDns,1,ridge,0.2727947028778394,0.06236595265361788,0.0,0.1455059949768754
jitterWithGoogleDns,1,static_router,0.2714363022279484,0.06820921370345405,0.0,0.20947842501366365
jitterWithGoogleDns,4,constrained_mixture,0.26971097527802734,0.06355826836401794,0.3333333333333333,0.15996216449014602
jitterWithGoogleDns,4,ens_inverse_mae,0.2631935331528263,0.0693852234354738,0.0,0.215191152968646
jitterWithGoogleDns,4,ens_mean,0.2637488790955542,0.06943676406807496,0.0,0.2138698168970136
jitterWithGoogleDns,4,ens_stacking,0.28116010607689673,0.07016647897067504,0.3333333333333333,0.17294695791348258
jitterWithGoogleDns,4,ewma,0.2649940719277725,0.07591964571406756,0.0,0.23850804227041533
jitterWithGoogleDns,4,lightgbm,0.28947911573329527,0.06941600722027623,0.0,0.22119168212002246
jitterWithGoogleDns,4,persistence,0.2874354214623674,0.08291589942336401,0.0,0.18675620714734018
jitterWithGoogleDns,4,regime_router,0.27888750745032315,0.07079583897519605,0.0,0.19145064595620384
jitterWithGoogleDns,4,ridge,0.27068153523322935,0.0628058951372564,0.0,0.13934982007666763
jitterWithGoogleDns,4,static_router,0.2696731558556243,0.06914279583419765,0.0,0.20575950425871944
jitterWithGoogleDns,8,constrained_mixture,0.2692625134631343,0.06251934020429094,0.3333333333333333,0.16214557899885582
jitterWithGoogleDns,8,ens_inverse_mae,0.26269790839866,0.06856718842847015,0.0,0.20844365215291835
jitterWithGoogleDns,8,ens_mean,0.263236159686496,0.06862519587660613,0.0,0.20603727906376856
